,PassengerId,Pclass,Sex,Age,Fare,Embarked,Title,Name_length,LuckyElizabeth,LuckyAnna,LuckyMary,Family,Alone,Fsize,Cabin_Lv,Survived
360,361,3,1,40.0,27.9,2,2,16,0,0,0,5,0,1,4,0
361,362,2,1,29.0,27.7208,0,2,23,0,0,0,1,0,2,4,0
362,363,3,0,45.0,14.4542,0,3,28,0,0,0,1,0,2,4,0
363,364,3,1,35.0,7.05,2,2,13,0,0,0,0,1,0,4,0
364,365,3,1,26.0,15.5,1,2,17,0,0,0,1,0,2,4,0
365,366,3,1,30.0,7.25,2,2,28,0,0,0,0,1,0,4,0
366,367,1,0,60.0,75.25,0,3,45,0,1,0,1,0,2,3,1
367,368,3,0,22.0,7.2292,0,3,27,0,0,0,0,1,0,4,1
368,369,3,0,22.0,7.75,1,1,15,0,0,0,0,1,0,4,1
369,370,1,0,24.0,69.3,0,3,26,0,0,0,0,1,0,1,1
370,371,1,1,25.0,55.4417,0,2,25,0,0,0,1,0,2,4,1
371,372,3,1,18.0,6.4958,2,2,23,0,0,0,1,0,2,4,0
372,373,3,1,19.0,8.05,2,2,24,0,0,0,0,1,0,4,0
373,374,1,1,22.0,135.6333,0,2,17,0,0,0,0,1,0,3,0
374,375,3,0,3.0,21.075,2,1,22,0,0,0,4,0,2,4,0
375,376,1,0,35.0,82.1708,0,3,34,0,0,0,1,0,2,3,1
376,377,3,0,22.0,7.25,2,1,27,0,0,0,0,1,0,4,1
377,378,1,1,27.0,211.5,0,2,23,0,0,0,2,0,2,2,0
378,379,3,1,20.0,4.0125,0,2,17,0,0,0,0,1,0,4,0
379,380,3,1,19.0,7.775,2,2,25,0,0,0,0,1,0,4,0
380,381,1,0,42.0,227.525,0,1,17,0,0,0,0,1,0,3,1
381,382,3,0,1.0,15.7417,0,1,23,0,0,0,2,0,2,4,1
382,383,3,1,32.0,7.925,2,2,16,0,0,0,0,1,0,4,0
383,384,1,0,35.0,52.0,2,3,48,0,0,1,1,0,2,3,1
384,385,3,1,26.0,7.8958,2,2,20,0,0,0,0,1,0,4,0
385,386,2,1,18.0,73.5,2,2,23,0,0,0,0,1,0,4,0
386,387,3,1,1.0,46.9,2,0,25,0,0,0,7,0,1,4,0
387,388,2,0,36.0,13.0,2,1,12,0,0,0,0,1,0,4,1
388,389,3,1,26.0,7.7292,1,2,18,0,0,0,0,1,0,4,0
389,390,2,0,17.0,12.0,0,1,17,0,0,0,0,1,0,4,1
390,391,1,1,36.0,120.0,2,2,24,0,0,0,3,0,2,1,1
391,392,3,1,21.0,7.7958,2,2,20,0,0,0,0,1,0,4,1
392,393,3,1,28.0,7.925,2,2,26,0,0,0,2,0,2,4,0
393,394,1,0,23.0,113.275,0,1,18,0,0,0,1,0,2,3,1
394,395,3,0,24.0,16.7,2,3,48,0,0,0,2,0,2,6,1
395,396,3,1,22.0,7.7958,2,2,17,0,0,0,0,1,0,4,0
396,397,3,0,31.0,7.8542,2,1,15,0,0,0,0,1,0,4,0
397,398,2,1,46.0,26.0,2,2,21,0,0,0,0,1,0,4,0
398,399,2,1,23.0,10.5,2,4,12,0,0,0,0,1,0,4,0
399,400,2,0,28.0,12.65,2,3,29,0,0,0,0,1,0,4,1
400,401,3,1,39.0,7.925,2,2,16,0,0,0,0,1,0,4,1
401,402,3,1,26.0,8.05,2,2,13,0,0,0,0,1,0,4,0
402,403,3,0,21.0,9.825,2,1,20,0,0,0,1,0,2,4,0
403,404,3,1,28.0,15.85,2,2,28,0,0,0,1,0,2,4,0
404,405,3,0,20.0,8.6625,2,1,19,0,0,0,0,1,0,4,0
405,406,2,1,34.0,21.0,2,2,16,0,0,0,1,0,2,4,0
406,407,3,1,51.0,7.75,2,2,30,0,0,0,0,1,0,4,0
407,408,2,1,3.0,18.75,2,0,24,0,0,0,2,0,2,4,1
408,409,3,1,21.0,7.775,2,2,31,0,0,0,0,1,0,4,0
409,410,3,0,22.0,25.4667,2,1,14,0,0,0,4,0,2,4,0
410,411,3,1,26.0,7.8958,2,2,16,0,0,0,0,1,0,4,0
411,412,3,1,26.0,6.8583,1,2,13,0,0,0,0,1,0,4,0
412,413,1,0,33.0,90.0,1,1,18,0,0,0,1,0,2,2,1
413,414,2,1,30.0,0.0,2,2,28,0,0,0,0,1,0,4,0
414,415,3,1,44.0,7.925,2,2,23,0,0,0,0,1,0,4,1
415,416,3,0,22.0,8.05,2,3,36,0,0,0,0,1,0,4,0
416,417,2,0,34.0,32.5,2,3,44,0,0,0,2,0,2,4,1
417,418,2,0,18.0,13.0,2,1,25,0,0,0,2,0,2,4,1
418,419,2,1,30.0,13.0,2,2,24,0,0,0,0,1,0,4,0
419,420,3,0,10.0,24.15,2,1,21,0,0,0,2,0,2,4,0
420,421,3,1,26.0,7.8958,0,2,20,0,0,0,0,1,0,4,0
421,422,3,1,21.0,7.7333,1,2,17,0,0,0,0,1,0,4,0
422,423,3,1,29.0,7.875,2,2,16,0,0,0,0,1,0,4,0
423,424,3,0,28.0,14.4,2,3,51,0,1,0,2,0,2,4,0
424,425,3,1,18.0,20.2125,2,2,25,0,0,0,2,0,2,4,0
425,426,3,1,26.0,7.25,2,2,20,0,0,0,0,1,0,4,0
426,427,2,0,28.0,26.0,2,3,40,0,0,0,1,0,2,4,1
427,428,2,0,19.0,26.0,2,1,63,0,0,0,0,1,0,4,1
428,429,3,1,26.0,7.75,1,2,14,0,0,0,0,1,0,4,0
429,430,3,1,32.0,8.05,2,2,32,0,0,0,0,1,0,4,1
430,431,1,1,28.0,26.55,2,2,39,0,0,0,0,1,0,2,1
431,432,3,0,22.0,16.1,2,3,46,0,0,0,1,0,2,4,1
432,433,2,0,42.0,26.0,2,3,48,0,0,0,1,0,2,4,1
433,434,3,1,17.0,7.125,2,2,24,0,0,0,0,1,0,4,0
434,435,1,1,50.0,55.9,2,2,23,0,0,0,1,0,2,4,0
435,436,1,0,14.0,120.0,2,1,21,0,0,0,3,0,2,1,1
436,437,3,0,21.0,34.375,2,1,32,0,0,0,4,0,2,4,0
437,438,2,0,24.0,18.75,2,3,34,0,0,0,5,0,1,4,1
438,439,1,1,64.0,263.0,2,2,15,0,0,0,5,0,1,2,0
439,440,2,1,31.0,10.5,2,2,36,0,0,0,0,1,0,4,0
440,441,2,0,45.0,26.25,2,3,40,0,0,0,2,0,2,4,1
441,442,3,1,20.0,9.5,2,2,13,0,0,0,0,1,0,4,0
442,443,3,1,25.0,7.775,2,2,23,0,0,0,1,0,2,4,0
443,444,2,0,28.0,13.0,2,1,21,0,0,0,0,1,0,4,1
444,445,3,1,26.0,8.1125,2,2,31,0,0,0,0,1,0,4,1
445,446,1,1,4.0,81.8583,2,0,19,0,0,0,2,0,2,0,1
446,447,2,0,13.0,19.5,2,1,29,0,0,0,1,0,2,4,1
447,448,1,1,34.0,26.55,2,2,25,0,0,0,0,1,0,3,1
448,449,3,0,5.0,19.2583,0,1,26,0,0,0,3,0,2,4,1
449,450,1,1,52.0,30.5,2,4,26,0,0,0,0,1,0,2,1
450,451,2,1,36.0,27.75,2,2,19,0,0,0,3,0,2,4,0
451,452,3,1,26.0,19.9667,2,2,29,0,0,0,1,0,2,4,0
452,453,1,1,30.0,27.75,0,2,29,0,0,0,0,1,0,2,0
453,454,1,1,49.0,89.1042,0,2,22,0,0,0,1,0,2,2,1
454,455,3,1,26.0,8.05,2,2,17,0,0,0,0,1,0,4,0
455,456,3,1,29.0,7.8958,0,2,16,0,0,0,0,1,0,4,1
456,457,1,1,65.0,26.55,2,2,23,0,0,0,0,1,0,4,0
457,458,1,0,35.0,51.8625,2,3,30,0,0,0,1,0,2,3,1
458,459,2,0,50.0,10.5,2,1,15,0,0,0,0,1,0,4,1
459,460,3,1,26.0,7.75,1,2,19,0,0,0,0,1,0,4,0
460,461,1,1,48.0,26.55,2,2,17,0,0,0,0,1,0,4,1
461,462,3,1,34.0,8.05,2,2,17,0,0,0,0,1,0,4,0
462,463,1,1,47.0,38.5,2,2,15,0,0,0,0,1,0,4,0
463,464,2,1,48.0,13.0,2,2,26,0,0,0,0,1,0,4,0
464,465,3,1,26.0,8.05,2,2,16,0,0,0,0,1,0,4,0
465,466,3,1,38.0,7.05,2,2,29,0,0,0,0,1,0,4,0
466,467,2,1,30.0,0.0,2,2,19,0,0,0,0,1,0,4,0
467,468,1,1,56.0,26.55,2,2,24,0,0,0,0,1,0,3,0
468,469,3,1,26.0,7.725,1,2,16,0,0,0,0,1,0,4,0
469,470,3,0,0.75,19.2583,0,1,25,0,0,0,3,0,2,4,1
470,471,3,1,26.0,7.25,2,2,15,0,0,0,0,1,0,4,0
471,472,3,1,38.0,8.6625,2,2,13,0,0,0,0,1,0,4,0
472,473,2,0,33.0,27.75,2,3,36,0,0,0,3,0,2,4,1
473,474,2,0,23.0,13.7917,0,3,41,0,0,0,0,1,0,3,1
474,475,3,0,22.0,9.8375,2,1,23,0,0,0,0,1,0,4,0
475,476,1,1,42.0,52.0,2,2,25,0,0,0,0,1,0,0,0
476,477,2,1,34.0,21.0,2,2,21,0,0,0,1,0,2,4,0
477,478,3,1,29.0,7.0458,2,2,23,0,0,0,1,0,2,4,0
478,479,3,1,22.0,7.5208,2,2,23,0,0,0,0,1,0,4,0
479,480,3,0,2.0,12.2875,2,1,20,0,0,0,1,0,2,4,1
480,481,3,1,9.0,46.9,2,0,24,0,0,0,7,0,1,4,0
481,482,2,1,30.0,0.0,2,2,30,0,0,0,0,1,0,4,0
482,483,3,1,50.0,8.05,2,2,22,0,0,0,0,1,0,4,0
483,484,3,0,63.0,9.5875,2,3,19,0,0,0,0,1,0,4,1
484,485,1,1,25.0,91.0792,0,2,21,0,0,0,1,0,2,1,1
485,486,3,0,22.0,25.4667,2,1,18,0,0,0,4,0,2,4,0
486,487,1,0,35.0,90.0,2,3,44,0,0,0,1,0,2,2,1
487,488,1,1,58.0,29.7,0,2,21,0,0,0,0,1,0,1,0
488,489,3,1,30.0,8.05,2,2,27,0,0,0,0,1,0,4,0
489,490,3,1,9.0,15.9,2,0,31,0,0,0,2,0,2,4,1
490,491,3,1,26.0,19.9667,2,2,34,0,0,0,1,0,2,4,0
491,492,3,1,21.0,7.25,2,2,17,0,0,0,0,1,0,4,0
492,493,1,1,55.0,30.5,2,2,24,0,0,0,0,1,0,2,0
493,494,1,1,71.0,49.5042,0,2,21,0,0,0,0,1,0,3,0
494,495,3,1,21.0,8.05,2,2,24,0,0,0,0,1,0,4,0
495,496,3,1,26.0,14.4583,0,2,19,0,0,0,0,1,0,4,0
496,497,1,0,54.0,78.2667,0,1,26,1,0,0,1,0,2,3,1
497,498,3,1,26.0,15.1,2,2,29,0,0,0,0,1,0,4,0
498,499,1,0,25.0,151.55,2,3,44,0,0,0,3,0,2,2,0
499,500,3,1,24.0,7.7958,2,2,16,0,0,0,0,1,0,4,0
500,501,3,1,17.0,8.6625,2,2,14,0,0,0,0,1,0,4,0
501,502,3,0,21.0,7.75,1,1,15,0,0,1,0,1,0,4,0
502,503,3,0,22.0,7.6292,1,1,26,0,0,0,0,1,0,4,0
503,504,3,0,37.0,9.5875,2,1,26,0,0,0,0,1,0,4,0
504,505,1,0,16.0,86.5,2,1,17,0,0,0,0,1,0,1,1
505,506,1,1,18.0,108.9,0,2,40,0,0,0,1,0,2,2,0
506,507,2,0,33.0,26.0,2,3,42,0,0,0,2,0,2,4,1
507,508,1,1,42.0,26.55,2,2,43,0,0,0,0,1,0,3,1
508,509,3,1,28.0,22.525,2,2,22,0,0,0,0,1,0,4,0
509,510,3,1,26.0,56.4958,2,2,12,0,0,0,0,1,0,4,1
510,511,3,1,29.0,7.75,1,2,22,0,0,0,0,1,0,4,1
511,512,3,1,26.0,8.05,2,2,15,0,0,0,0,1,0,4,0
512,513,1,1,36.0,26.2875,2,2,23,0,0,0,0,1,0,4,1
513,514,1,0,54.0,59.4,0,3,43,1,0,0,1,0,2,3,1
514,515,3,1,24.0,7.4958,2,2,15,0,0,0,0,1,0,4,0
515,516,1,1,47.0,34.0208,2,2,26,0,0,0,0,1,0,3,0
516,517,2,0,34.0,10.5,2,3,25,0,0,0,0,1,0,5,1
517,518,3,1,26.0,24.15,1,2,15,0,0,0,0,1,0,4,0
518,519,2,0,36.0,26.0,2,3,49,0,0,0,1,0,2,4,1
519,520,3,1,32.0,7.8958,2,2,17,0,0,0,0,1,0,4,0
520,521,1,0,30.0,93.5,2,1,17,0,0,0,0,1,0,1,1
521,522,3,1,22.0,7.8958,2,2,13,0,0,0,0,1,0,4,0
522,523,3,1,26.0,7.225,0,2,16,0,0,0,0,1,0,4,0
523,524,1,0,44.0,57.9792,0,3,44,0,0,0,1,0,2,1,1
524,525,3,1,26.0,7.2292,0,2,15,0,0,0,0,1,0,4,0
525,526,3,1,40.5,7.75,1,2,16,0,0,0,0,1,0,4,0
526,527,2,0,50.0,10.5,2,1,16,0,0,0,0,1,0,4,1
527,528,1,1,42.0,221.7792,2,2,16,0,0,0,0,1,0,2,0
528,529,3,1,39.0,7.925,2,2,23,0,0,0,0,1,0,4,0
529,530,2,1,23.0,11.5,2,2,25,0,0,0,3,0,2,4,0
530,531,2,0,2.0,26.0,2,1,20,0,0,0,2,0,2,4,1
531,532,3,1,26.0,7.2292,0,2,15,0,0,0,0,1,0,4,0
532,533,3,1,17.0,7.2292,0,2,18,0,0,0,2,0,2,4,0
533,534,3,0,22.0,22.3583,0,3,35,0,0,0,2,0,2,4,1
534,535,3,0,30.0,8.6625,2,1,15,0,0,0,0,1,0,4,0
535,536,2,0,7.0,26.25,2,1,18,0,0,0,2,0,2,4,1
536,537,1,1,45.0,26.55,2,4,29,0,0,0,0,1,0,1,0
537,538,1,0,30.0,106.425,0,1,15,0,0,0,0,1,0,3,1
538,539,3,1,26.0,14.5,2,2,22,0,0,0,0,1,0,4,0
539,540,1,0,22.0,49.5,0,1,30,0,0,0,2,0,2,1,1
540,541,1,0,36.0,71.0,2,1,19,0,0,0,2,0,2,1,1
541,542,3,0,9.0,31.275,2,1,32,0,0,0,6,0,1,4,0
542,543,3,0,11.0,31.275,2,1,29,0,0,0,6,0,1,4,0
543,544,2,1,32.0,26.0,2,2,15,0,0,0,1,0,2,4,1
544,545,1,1,50.0,106.425,0,2,24,0,0,0,1,0,2,2,0
545,546,1,1,64.0,26.0,2,2,26,0,0,0,0,1,0,3,0
546,547,2,0,19.0,26.0,2,3,30,0,0,0,1,0,2,4,1
547,548,2,1,30.0,13.8625,0,2,24,0,0,0,0,1,0,4,1
548,549,3,1,33.0,20.525,2,2,23,0,0,0,2,0,2,4,0
549,550,2,1,8.0,36.75,2,0,24,0,0,0,2,0,2,4,1
550,551,1,1,17.0,110.8833,0,2,25,0,0,0,2,0,2,2,1
551,552,2,1,27.0,26.0,2,2,25,0,0,0,0,1,0,4,0
552,553,3,1,26.0,7.8292,1,2,18,0,0,0,0,1,0,4,0
553,554,3,1,22.0,7.225,0,2,31,0,0,0,0,1,0,4,1
554,555,3,0,22.0,7.775,2,1,14,0,0,0,0,1,0,4,1
555,556,1,1,62.0,26.55,2,2,16,0,0,0,0,1,0,3,0
556,557,1,0,48.0,39.6,0,4,61,0,0,0,1,0,2,0,1
557,558,1,1,42.0,227.525,0,2,17,0,0,0,0,1,0,3,0
558,559,1,0,39.0,79.65,2,3,35,0,0,0,2,0,2,4,1
559,560,3,0,36.0,17.4,2,3,41,0,0,0,1,0,2,4,1
560,561,3,1,26.0,7.75,1,2,22,0,0,0,0,1,0,4,0
561,562,3,1,40.0,7.8958,2,2,15,0,0,0,0,1,0,4,0
562,563,2,1,28.0,13.5,2,2,24,0,0,0,0,1,0,4,0
563,564,3,1,26.0,8.05,2,2,15,0,0,0,0,1,0,4,0
564,565,3,0,22.0,8.05,2,1,26,0,0,0,0,1,0,4,0
565,566,3,1,24.0,24.15,2,2,18,0,0,0,2,0,2,4,0
566,567,3,1,19.0,7.8958,2,2,18,0,0,0,0,1,0,4,0
567,568,3,0,29.0,21.075,2,3,40,0,0,0,4,0,2,4,0
568,569,3,1,26.0,7.2292,0,2,17,0,0,0,0,1,0,4,0
569,570,3,1,32.0,7.8542,2,2,15,0,0,0,0,1,0,4,1
570,571,2,1,62.0,10.5,2,2,16,0,0,0,0,1,0,4,1
571,572,1,0,53.0,51.4792,2,3,42,0,0,0,2,0,2,2,1
572,573,1,1,36.0,26.3875,2,2,30,0,0,0,0,1,0,4,1
573,574,3,0,22.0,7.75,1,1,13,0,0,1,0,1,0,4,1
574,575,3,1,16.0,8.05,2,2,26,0,0,0,0,1,0,4,0
575,576,3,1,19.0,14.5,2,2,18,0,0,0,0,1,0,4,0
576,577,2,0,34.0,13.0,2,1,16,0,0,0,0,1,0,4,1
577,578,1,0,39.0,55.9,2,3,38,0,0,0,1,0,2,4,1
578,579,3,0,22.0,14.4583,0,3,29,0,0,0,1,0,2,4,0
579,580,3,1,32.0,7.925,2,2,17,0,0,0,0,1,0,4,1
580,581,2,0,25.0,30.0,2,1,23,0,0,0,2,0,2,4,1
581,582,1,0,39.0,110.8833,0,3,49,0,0,0,2,0,2,2,1
582,583,2,1,54.0,26.0,2,2,24,0,0,0,0,1,0,4,0
583,584,1,1,36.0,40.125,0,2,17,0,0,0,0,1,0,0,0
584,585,3,1,26.0,8.7125,0,2,17,0,0,0,0,1,0,4,0
585,586,1,0,18.0,79.65,2,1,15,0,0,0,2,0,2,4,1
586,587,2,1,47.0,15.0,2,2,21,0,0,0,0,1,0,4,0
587,588,1,1,60.0,79.2,0,2,30,0,0,0,2,0,2,1,1
588,589,3,1,22.0,8.05,2,2,19,0,0,0,0,1,0,4,0
589,590,3,1,26.0,8.05,2,2,17,0,0,0,0,1,0,4,0
590,591,3,1,35.0,7.125,2,2,18,0,0,0,0,1,0,4,0
591,592,1,0,52.0,78.2667,0,3,44,0,0,0,1,0,2,3,1
592,593,3,1,47.0,7.25,2,2,24,0,0,0,0,1,0,4,0
593,594,3,0,22.0,7.75,1,1,14,0,0,1,2,0,2,4,0
594,595,2,1,37.0,26.0,2,2,21,0,0,0,1,0,2,4,0
595,596,3,1,36.0,24.15,2,2,25,0,0,0,2,0,2,4,0
596,597,2,0,30.0,33.0,2,1,22,0,0,0,0,1,0,4,1
597,598,3,1,49.0,0.0,2,2,17,0,0,0,0,1,0,4,0
598,599,3,1,26.0,7.225,0,2,15,0,0,0,0,1,0,4,0
599,600,1,1,49.0,56.9292,0,4,40,0,0,0,1,0,2,0,1
600,601,2,0,24.0,27.0,2,3,48,0,0,0,3,0,2,4,1
601,602,3,1,26.0,7.8958,2,2,18,0,0,0,0,1,0,4,0
602,603,1,1,42.0,42.4,2,2,23,0,0,0,0,1,0,3,0
603,604,3,1,44.0,8.05,2,2,23,0,0,0,0,1,0,4,0
604,605,1,1,35.0,26.55,0,2,29,0,0,0,0,1,0,3,1
605,606,3,1,36.0,15.55,2,2,27,0,0,0,1,0,2,4,0
606,607,3,1,30.0,7.8958,2,2,15,0,0,0,0,1,0,4,0
607,608,1,1,27.0,30.5,2,2,25,0,0,0,0,1,0,3,1
608,609,2,0,22.0,41.5792,0,3,50,0,0,0,3,0,2,4,1
609,610,1,0,40.0,153.4625,2,1,21,1,0,0,0,1,0,2,1
610,611,3,0,39.0,31.275,2,3,54,0,0,0,6,0,1,4,0
611,612,3,1,26.0,7.05,2,2,19,0,0,0,0,1,0,4,0
612,613,3,0,22.0,15.5,1,1,23,0,0,0,1,0,2,4,1
613,614,3,1,26.0,7.75,1,2,14,0,0,0,0,1,0,4,0
614,615,3,1,35.0,8.05,2,2,29,0,0,0,0,1,0,4,0
615,616,2,0,24.0,65.0,2,1,15,0,0,0,3,0,2,4,1
616,617,3,1,34.0,14.4,2,2,23,0,0,0,2,0,2,4,0
617,618,3,0,26.0,16.1,2,3,44,0,0,0,1,0,2,4,0
618,619,2,0,4.0,39.0,2,1,23,0,0,0,3,0,2,5,1
619,620,2,1,26.0,10.5,2,2,17,0,0,0,0,1,0,4,0
620,621,3,1,27.0,14.4542,0,2,17,0,0,0,1,0,2,4,0
621,622,1,1,42.0,52.5542,2,2,26,0,0,0,1,0,2,3,1
622,623,3,1,20.0,15.7417,0,2,14,0,0,0,2,0,2,4,1
623,624,3,1,21.0,7.8542,2,2,25,0,0,0,0,1,0,4,0
624,625,3,1,21.0,16.1,2,2,25,0,0,0,0,1,0,4,0
625,626,1,1,61.0,32.3208,2,2,19,0,0,0,0,1,0,3,0
626,627,2,1,57.0,12.35,1,4,26,0,0,0,0,1,0,4,0
627,628,1,0,21.0,77.9583,2,1,25,0,0,0,0,1,0,3,1
628,629,3,1,26.0,7.8958,2,2,23,0,0,0,0,1,0,4,0
629,630,3,1,26.0,7.7333,1,2,22,0,0,0,0,1,0,4,0
630,631,1,1,80.0,30.0,2,2,34,0,0,0,0,1,0,0,1
631,632,3,1,51.0,7.0542,2,2,25,0,0,0,0,1,0,4,0
632,633,1,1,32.0,30.5,0,4,21,0,0,0,0,1,0,1,1
633,634,1,1,42.0,0.0,2,2,27,0,0,0,0,1,0,3,0
634,635,3,0,9.0,27.9,2,1,14,0,0,0,5,0,1,4,0
635,636,2,0,28.0,13.0,2,1,13,0,0,1,0,1,0,4,1
636,637,3,1,32.0,7.925,2,2,24,0,0,0,0,1,0,4,0
637,638,2,1,31.0,26.25,2,2,17,0,0,0,2,0,2,4,0
638,639,3,0,41.0,39.6875,2,3,35,0,0,0,5,0,1,4,0
639,640,3,1,26.0,16.1,2,2,24,0,0,0,1,0,2,4,0
640,641,3,1,20.0,7.8542,2,2,20,0,0,0,0,1,0,4,0
641,642,1,0,24.0,69.3,0,1,16,0,0,0,0,1,0,1,1
642,643,3,0,2.0,27.9,2,1,25,0,0,0,5,0,1,4,0
643,644,3,1,26.0,56.4958,2,2,13,0,0,0,0,1,0,4,1
644,645,3,0,0.75,19.2583,0,1,18,0,0,0,3,0,2,4,1
645,646,1,1,48.0,76.7292,0,2,23,0,0,0,1,0,2,3,1
646,647,3,1,19.0,7.8958,2,2,15,0,0,0,0,1,0,4,0
647,648,1,1,56.0,35.5,0,4,31,0,0,0,0,1,0,0,1
648,649,3,1,26.0,7.55,2,2,16,0,0,0,0,1,0,4,0
649,650,3,0,23.0,7.55,2,1,27,0,0,0,0,1,0,4,1
650,651,3,1,26.0,7.8958,2,2,15,0,0,0,0,1,0,4,0
651,652,2,0,18.0,23.0,2,1,15,0,0,0,1,0,2,4,1
652,653,3,1,21.0,8.4333,2,2,28,0,0,0,0,1,0,4,0
653,654,3,0,22.0,7.8292,1,1,25,0,0,0,0,1,0,4,1
654,655,3,0,18.0,6.75,1,1,24,0,0,0,0,1,0,4,0
655,656,2,1,24.0,73.5,2,2,23,0,0,0,2,0,2,4,0
656,657,3,1,26.0,7.8958,2,2,19,0,0,0,0,1,0,4,0
657,658,3,0,32.0,15.5,1,3,26,0,0,0,2,0,2,4,0
658,659,2,1,23.0,13.0,2,2,26,0,0,0,0,1,0,4,0
659,660,1,1,58.0,113.275,0,2,24,0,0,0,2,0,2,3,0
660,661,1,1,50.0,133.65,2,4,25,0,0,0,2,0,2,3,1
661,662,3,1,40.0,7.225,0,2,15,0,0,0,0,1,0,4,0
662,663,1,1,47.0,25.5875,2,2,24,0,0,0,0,1,0,4,0
663,664,3,1,36.0,7.4958,2,2,14,0,0,0,0,1,0,4,0
664,665,3,1,20.0,7.925,2,2,25,0,0,0,1,0,2,4,1
665,666,2,1,32.0,73.5,2,2,16,0,0,0,2,0,2,4,0
666,667,2,1,25.0,13.0,2,2,25,0,0,0,0,1,0,4,0
667,668,3,1,26.0,7.775,2,2,24,0,0,0,0,1,0,4,0
668,669,3,1,43.0,8.05,2,2,13,0,0,0,0,1,0,4,0
669,670,1,0,35.0,52.0,2,3,46,0,0,0,1,0,2,2,1
670,671,2,0,40.0,39.0,2,3,58,1,0,0,2,0,2,4,1
671,672,1,1,31.0,52.0,2,2,20,0,0,0,1,0,2,1,0
672,673,2,1,70.0,10.5,2,2,25,0,0,0,0,1,0,4,0
673,674,2,1,31.0,13.0,2,2,19,0,0,0,0,1,0,4,1
674,675,2,1,30.0,0.0,2,2,24,0,0,0,0,1,0,4,0
675,676,3,1,18.0,7.775,2,2,28,0,0,0,0,1,0,4,0
676,677,3,1,24.5,8.05,2,2,27,0,0,0,0,1,0,4,0
677,678,3,0,18.0,9.8417,2,1,19,0,1,0,0,1,0,4,1
678,679,3,0,43.0,46.9,2,3,36,0,0,0,7,0,1,4,0
679,680,1,1,36.0,512.3292,0,2,32,0,0,0,1,0,2,1,1
680,681,3,0,22.0,8.1375,1,1,15,0,0,0,0,1,0,4,0
681,682,1,1,27.0,76.7292,0,2,16,0,0,0,0,1,0,3,1
682,683,3,1,20.0,9.225,2,2,25,0,0,0,0,1,0,4,0
683,684,3,1,14.0,46.9,2,2,25,0,0,0,7,0,1,4,0
684,685,2,1,60.0,39.0,2,2,31,0,0,0,2,0,2,4,0
685,686,2,1,25.0,41.5792,0,2,36,0,0,0,3,0,2,4,0
686,687,3,1,14.0,39.6875,2,2,22,0,0,0,5,0,1,4,0
687,688,3,1,19.0,10.1708,2,2,15,0,0,0,0,1,0,4,0
688,689,3,1,18.0,7.7958,2,2,29,0,0,0,0,1,0,4,0
689,690,1,0,15.0,211.3375,2,1,29,0,0,0,1,0,2,1,1
690,691,1,1,31.0,57.0,2,2,21,0,0,0,1,0,2,1,1
691,692,3,0,4.0,13.4167,0,1,14,0,0,0,1,0,2,4,1
692,693,3,1,26.0,56.4958,2,2,10,0,0,0,0,1,0,4,1
693,694,3,1,25.0,7.225,0,2,14,0,0,0,0,1,0,4,0
694,695,1,1,60.0,26.55,2,4,11,0,0,0,0,1,0,3,0
695,696,2,1,52.0,13.5,2,2,24,0,0,0,0,1,0,4,0
696,697,3,1,44.0,8.05,2,2,14,0,0,0,0,1,0,4,0
697,698,3,0,22.0,7.7333,1,1,28,0,0,0,0,1,0,4,1
698,699,1,1,49.0,110.8833,0,2,22,0,0,0,2,0,2,2,0
699,700,3,1,42.0,7.65,2,2,38,0,0,0,0,1,0,5,0
700,701,1,0,18.0,227.525,0,3,46,0,0,0,1,0,2,2,1
701,702,1,1,35.0,26.2875,2,2,30,0,0,0,0,1,0,4,1
702,703,3,0,18.0,14.4542,0,1,17,0,0,0,1,0,2,4,0
703,704,3,1,25.0,7.7417,1,2,19,0,0,0,0,1,0,4,0
704,705,3,1,26.0,7.8542,2,2,21,0,0,0,1,0,2,4,0
705,706,2,1,39.0,26.0,2,2,44,0,0,0,0,1,0,4,0
706,707,2,0,45.0,13.5,2,3,26,0,0,0,0,1,0,4,1
707,708,1,1,42.0,26.2875,2,2,31,0,0,0,0,1,0,4,1
708,709,1,0,22.0,151.55,2,1,16,0,0,0,0,1,0,3,1
709,710,3,1,26.0,15.2458,0,0,43,0,0,0,2,0,2,4,1
710,711,1,0,24.0,49.5042,0,1,44,0,0,0,0,1,0,2,1
711,712,1,1,42.0,26.55,2,2,16,0,0,0,0,1,0,2,0
712,713,1,1,48.0,52.0,2,2,22,0,0,0,1,0,2,2,1
713,714,3,1,29.0,9.4833,2,2,24,0,0,0,0,1,0,4,0
714,715,2,1,52.0,13.0,2,2,19,0,0,0,0,1,0,4,0
715,716,3,1,19.0,7.65,2,2,40,0,0,0,0,1,0,5,0
716,717,1,0,38.0,227.525,0,1,25,0,0,0,0,1,0,2,1
717,718,2,0,27.0,10.5,2,1,31,0,0,0,0,1,0,4,1
718,719,3,1,26.0,15.5,1,2,17,0,0,0,0,1,0,4,0
719,720,3,1,33.0,7.775,2,2,26,0,0,0,0,1,0,4,0
720,721,2,0,6.0,33.0,2,1,29,0,0,0,1,0,2,4,1
721,722,3,1,17.0,7.0542,2,2,23,0,0,0,1,0,2,4,0
722,723,2,1,34.0,13.0,2,2,26,0,0,0,0,1,0,4,0
